Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",October,26,1990,Walter W. Rule Jr.,Unidentified speaker,"Ouray, Ouray County",Forestry,"Foresters, Forestry, Ouray (Colo.); About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 17 ; Notes:Retired U.S. Forest Service employee.; box number changed from box 11 GF 11/11/202",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",August,3,1994,Warren and Everet Jewell,Andrew Gulliford,,"Ute, Native American","Ute Trail (Colo.), Rifle (Colo.)- History; About Narrator: No info provided.; Collection:U018: Andrew Gulliford Oral History Collection - BOX 43 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1993,Warren Joe Brown,Twila F. Brown,La Plata County,Water,"Dams--Managers; Oral history; Pine River Valley (Colo.)--History; About Narrator: Supervisor of the Vallecito Dam.; Collection:U013: Pine River Valley Oral Histories/Vallecito Dam Oral History Project - BOX 3 ; Notes:No documents in folder; Supervisor of the Vallecito Dam.; int-Fort Lewis College student; Joe's voice is dificult to hear; poor recording. Date 1993??; Finding Aid states: ""No access is permitted until the release has been signed (which is designated by the letter y in that field)."" Date estimated",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",September,12,1967,Warren Pyle,Gregory C. Floyd A.; Thompson O'Neil,,Native American,No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 2: American Indian Oral History Project ; Notes:Duke interview #143.;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,March,26,1994,Waymund and Minnie; (Finding Aid also states Julius Bond) Bond,Candace M. Duran,,Agriculture & Farming,"Farmers--Southwest; Southwest (U.S.)--Farmers; Oklahoma; About Narrator: Also includes Gertrude. Farming family in Oklahoma, California, and Colorado.; Collection:U004: Southwest Oral History - BOX 3 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",April,10,1981,Wayne Dallas,Tom Dugan,,,"Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 27 ; Notes:No folders or documents, tapes only; No releases found;Fort Lewis College Southwest Studies student of Richard Ellis's gave the Center of Southwest Studies the tapes of this series.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,October,26,2000,Wayne Lee,Todd Ellison,"Durango, La Plata County","Hispanic, Racial Relations","Hispanic Americans--Colorado--Durango--Biography Santa Rita (Durango, Colo.)
Durango (Colo.)--Race relations; About Narrator: Lifelong Durango resident.; Collection:U004: Southwest Oral History - BOX 37 ; Notes:Co-interviewer Andrew Gulliford. Also present during interview: the narrator's wife, Carol Lee. Continues onto the first five minutes of his next interview's tape. Narrator also spoke at length about events in Utah in the life of his Mormon great-grandfather John D. Lee. Tape given to Catherine Conrad on 10/26/00 to transcribe; she completed that process on 2/14/01. Ellison formatted and edited the transcript and mailed a review copy to Mr. Lee on 2/14/01. The interview barely continues onto the second tape (which can be used for a second interview with Mr. Lee, which he has stated he is more than willing to do with us).;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",April,18,1996,Wayne Werkmeister,?,"Durango, La Plata County",Protected Parks/Outdoor Areas,"Interview with Wayne Werkmiester of the BLM office in Durango; About Narrator: No info provided.; Collection:M 063: Richard Ellis Papers - BOX 49 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class. Note: oral history release is only signed by the narrator.; Basic Release Form that requires only narrator's signature.; 2005:11002.017 / Accn written on tape 2005:11002.074",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",June,6,1987,Wednesday Ladies Club,Charlie Langdon,La Plata County,Outdoor Sports & Recreation,"Prior skiing; Betty Gayle/ Chipmink; Ann @ Berthoud; Ladies Day; Elder/Maxine; like family; still friendly; home-made wine; ski straw; Ski Haus; Men's Day; Sally Morrissey; Ski Sch.; Bob Clausen-tree; Jeff Muller; Greasy; SLC ski lessons; ""Time melted""; Lift #2; ticket prices; picnics; Folwells/Reidun- & kids; ""Bless Ski Racks""; Ski trophy; ...; About Narrator: No info provided.; Collection:U024: Charlie Langdon Collection - BOX 3 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",August,17,1970,Wendell Chino,John D. Sylvester,,,"No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 1: American Indian Oral History Project ; Notes:(Duplicate record for transcript filed under Lovato, Ernest.) Fort Lewis College Cultural Institute speakers. Duke #803. The text of Mr. Chino's address is on pages 13-22 of the transcript.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,12,1993,Westley F. Potts,Kathy Meredith,,World War II,"Pearl Harbor (Hawaii)--Bombing--941 Dec. 7 U.S. Oklahoma (battleship) Pearl Harbor (Hawaii); About Narrator: Was on the battleship Oklahoma when Pearl Harbor was attacked on Dec. 7, 1941.; Collection:U011: World War II Oral History Project - BOX 16 ; Notes:By a Richard Ellis student. Date unsure, possibly12/15?/1993? Transcribed by Center of Southwest Studies staff on Jan. 26, 1994.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,22,1993,Westley F. Potts,Twila F. Brown,"Mancos, Montezuma County",Sawmills,"Sawmills--Colorado--Mancos District Roads--Colorado--Mancos District Mancos Ranger District (Colo.)
; About Narrator: Married to Ann Potts; two children. Had four years of GI-funded farm training at the old Fort Lewis School, 1947-1951. Self employed as a logger, rancher, and miner. Owner of mining claims in Twin Canyon east of Mancos.; Collection:U010: U.S. Forest Service Mancos Project ; Notes:Part of the Cherry Creek/ Thompson Park oral history interview project.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,2,2000,Whitney Fletcher-Howell,Stephen Hull,"Durango, La Plata County",Education & Schools,"College students--Colorado--Durango--Biography 
Durango (Colo.)--History; About Narrator: No info provided.; Collection:U001: FLC Oral Histories - BOX 36 ; Notes:By a student of Southwest Studies 341, oral history, interviewing a former student of that course. This audiotaped presentation was transcribed by Brookes Boswell, student archival assistant at the Center of Southwest Studies, in April, 2000, and was formatted by Center Archivist Todd Ellison on April 26, 2000 and a copy mailed to Ms. Fletcher-Howell on May 4, 2000.; Found in Box #37. TA 11/13/2020 - VERIFY: why are there three entries with # of tapes 1 each? Are these all the same? -GHG 12/7/2020; moved other two entries to other tab. Not sure why 3 entries, may be an access issue. More research needed, 4/16/21 LT",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",February,24,1981,Wilfred Billey,Joe Boettcher,,,Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 27 ; Notes:Fort Lewis College of Southwest Studies student or Richard Ellis's gave the Center of Southwest Studies the tapes of this series;,
Center of Southwest Studies,Audio,Contact Institution,,,,Wilfred Michaels,,,,No general subjects listed.; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 13 ; Notes: ; Not located on any files in the finding aid,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",June,14,1991,Wilfred W. Michaels,Dorothy Zahrt,"Cortez, Montezuma County","Ranching, Homesteading",Ranchers--Colorado--Cortez Homesteaders--Colorado--Cortez Mancos Ranger District (Colo.); About Narrator: No info provided.; Collection:U010 Box 1: U.S. Forest Service Mancos Project ; Notes:Basic Release Form that requires only narrator's signature; Part of the Cherry Creek/ Thompson Park oral history interview project.;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,5,1995,Will A. Wagner,Angelia Oakes,"Durango, La Plata County",,"Dustbowl--Colorado--Brush Durango (Colo.)--History
; About Narrator: Former employee of the RGS Railroad.; Collection:U004: Southwest Oral History - BOX 26 ; Notes:By an untrained Fort Lewis College history student. Transcript was edited on 4/28/1995. See also data file, Wagnerwl.dif.;",
Center of Southwest Studies,Audio,Contact Institution,October,1,1990,"William ""Bill"" Kerr",E. Polly Hammer,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Made Oct. 1990 for Curicanti National Recreation Area. Copy #2 1990-11-06.,
Center of Southwest Studies,Audio,Online,July,1,1969,"William ""Billie"" Crocker",Robert Delaney,"Silverton, San Juan County",,"Silverton (Colo.) History; About Narrator: San Juan Heritage KREZ television broadcast series speaker.; Collection:U004: Southwest Oral History - BOX 29 ; Notes:Undated. Master tape is one reel to reel tape of a KREZ television program entitled Assignment 6. Series co-hosts were Robert Delaney and former state Representative and long-time resident of the San Juan Basin, Arthur Wyatt. Poor recording, but audible. When Catherine Conrad attempted to liisten to the audiocassette to transcribe the interview coments on 1/31/96, she determined that teh recording was too poor to be transcribed. We might want to listen to the reel tape and attempt making a better audiocassette recording from it. Release signed by Dr. Delaney and the Center of Southwest Studies 1/98. ; Found in Box #30, updated tape #. TA 11/11/2020; MP3 Available online LT 4/15",https://swcenter.fortlewis.edu/finding_aids/MP3/FLCu004442.mp3
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1976,William Alva Short,Duane Smith,"Durango, La Plata County",,"No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes:Known as the ""Patriarch of the Mesa."" Died in March 1978 at age 99.; Known as the ""Patriarch of the Mesa."" Died in March 1978 at age 99. 7/28/1976; 1976-08-04; 1976-07-06",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,September,30,1991,William Cole,Betty Wear,,Forestry,"Rangers Forestry; About Narrator: No info provided.; Collection:U002: U.S Forest Service Oral History Collection - BOX 4 ; Notes:Interview held in Glenwood Springs, Colo. Transcribed by Center of Southwest Studies staff on Nov. 4, 1992.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,14,2000,"William J. ""Will"" Coe",Todd Ellison,"Durango, La Plata County",Education & Schools,"College students--Colorado--Durango--Biography
Universities and colleges--Colorado--Durango
Durango (Colo.)--History; About Narrator: Dr. Coe came to Fort Lewis as the sole professor of Philosophy in the fall of 1971, having received his B.A. at Dartmouth College in art history and M.A and Ph.D. in Philosophy from Vanderbilt University and Pennsylvania State University, respectively. He was active on a number of College committees and programs, including Academic Standards and Human Heritage, and spearheaded the state's approval of Fort Lewis's Philosophy major that was approved in 1991.; Collection:U001: FLC Oral Histories - BOX 36 ; Notes:Interview conducted in Professor Coe's former office in 215 Noble Hall during the conclusion of his transitional teaching contract as he faced retirement from teaching at Fort Lewis College after 30 years as a professor of Philosophy in the School of Arts and Sciences at Fort Lewis College. Transcribed by Catherine Conrad (finished by June 9, 2000), edited and formatted by Todd Ellison on June 12, 2000 and a copy mailed to Dr. Coe for his review on 6/12/00. Dr. Coe returned the transcript with typographical corrections, which were entered by Ellison on August 1, 2000; a copy of the revised transcript was mailed to Coe on that date.; Found in Box #37. TA 11/13/2020",
